"OrderID","OrderDate","ShipDate","ShipMode","CustomerID","ProductID","OrderCostPrice","OrderSellingPrice"
"2377","8/19/2019","8/21/2019","Second Class","MS-17770","OFF-BI-10001718","69","77"
"2378","8/19/2019","8/21/2019","Second Class","MS-17770","OFF-SU-10004768","7","9"
"2379","6/12/2020","11/12/2020","Standard Class","KM-16375","OFF-PA-10003883","26","33"
"2380","6/5/2021","10/5/2021","Standard Class","BE-11455","OFF-FA-10004248","6","7"
"2381","6/5/2021","10/5/2021","Standard Class","BE-11455","OFF-PA-10002581","25","50"
"2382","6/5/2021","10/5/2021","Standard Class","BE-11455","FUR-FU-10004848","38","55"
"2383","3/25/2022","3/26/2022","First Class","CV-12295","OFF-AP-10002403","88","176"
"2384","3/25/2022","3/26/2022","First Class","CV-12295","OFF-AR-10003087","10","16"
"2385","3/25/2022","3/26/2022","First Class","CV-12295","OFF-BI-10002026","112","186"
"2386","3/25/2022","3/26/2022","First Class","CV-12295","TEC-PH-10000141","106","211"
"2387","3/25/2022","3/26/2022","First Class","CV-12295","TEC-CO-10000971","288","480"
"2388","12/12/2020","12/15/2020","First Class","DK-13375","OFF-FA-10001229","7","8"
"2389","12/12/2020","12/15/2020","First Class","DK-13375","OFF-BI-10002437","17","24"
"2390","6/12/2020","10/12/2020","Standard Class","SG-20605","OFF-PA-10004255","3","6"
"2391","6/12/2020","10/12/2020","Standard Class","SG-20605","OFF-PA-10001184","38","42"
"2392","6/12/2020","10/12/2020","Standard Class","SG-20605","TEC-AC-10002637","972","1620"
"2393","6/12/2020","10/12/2020","Standard Class","SG-20605","FUR-FU-10002878","57","114"
"2394","3/17/2021","3/23/2021","Standard Class","CS-12355","OFF-AR-10000588","36","40"
"2395","11/14/2020","11/19/2020","Standard Class","PJ-18835","TEC-AC-10002217","26","38"
"2396","11/14/2020","11/19/2020","Standard Class","PJ-18835","TEC-AC-10001267","48","60"
"2397","11/14/2020","11/19/2020","Standard Class","PJ-18835","OFF-PA-10004041","26","37"
"2398","8/14/2022","8/16/2022","Second Class","NP-18700","OFF-LA-10001613","5","6"
"2399","8/14/2022","8/16/2022","Second Class","NP-18700","OFF-AR-10000246","13","17"
"2400","9/9/2022","9/15/2022","Standard Class","SB-20290","OFF-ST-10001809","566","629"
"2401","9/9/2022","9/15/2022","Standard Class","SB-20290","OFF-ST-10002214","28","56"
"2402","1/4/2022","4/4/2022","Second Class","AS-10090","OFF-ST-10000649","57","94"
"2403","1/4/2022","4/4/2022","Second Class","AS-10090","OFF-EN-10001990","23","28"
"2404","9/27/2021","3/10/2021","Standard Class","HM-14860","FUR-BO-10000780","670","957"
"2405","7/10/2022","11/10/2022","Standard Class","MG-18145","TEC-AC-10002049","670","1116"
"2406","7/10/2022","11/10/2022","Standard Class","MG-18145","TEC-PH-10003555","64","129"
"2407","7/10/2022","11/10/2022","Standard Class","MG-18145","TEC-PH-10000702","40","80"
"2408","1/20/2022","1/25/2022","Standard Class","TM-21010","OFF-AR-10003631","17","24"
"2409","1/20/2022","1/25/2022","Standard Class","TM-21010","TEC-PH-10003072","324","360"
"2410","3/23/2022","3/25/2022","First Class","BE-11335","FUR-FU-10000758","148","212"
"2411","1/8/2019","6/8/2019","Standard Class","AS-10630","OFF-FA-10000992","3","6"
"2412","7/6/2020","9/6/2020","Second Class","EM-13810","OFF-BI-10004187","4","8"
"2413","12/11/2019","11/16/2019","Standard Class","JA-15970","OFF-PA-10001947","7","12"
"2414","12/11/2019","11/16/2019","Standard Class","JA-15970","FUR-TA-10002356","315","629"
"2415","12/29/2021","2/1/2022","Standard Class","TB-21595","FUR-CH-10001714","528","754"
"2416","6/7/2020","11/7/2020","Standard Class","PP-18955","FUR-BO-10002824","272","302"
"2417","12/10/2022","10/18/2022","Standard Class","ML-18040","TEC-AC-10002842","476","595"
"2418","12/10/2022","10/18/2022","Standard Class","ML-18040","OFF-BI-10002082","48","80"
"2419","5/21/2021","5/28/2021","Standard Class","LC-16930","TEC-MA-10000112","2157","2396"
"2420","9/11/2022","11/14/2022","Standard Class","MC-17590","OFF-ST-10002289","38","64"
"2421","9/11/2022","11/14/2022","Standard Class","MC-17590","TEC-AC-10004171","70","100"
"2422","4/18/2021","4/23/2021","Standard Class","CR-12580","OFF-ST-10003656","184","230"
"2423","4/18/2021","4/23/2021","Standard Class","CR-12580","OFF-PA-10001560","6","10"
"2424","12/25/2022","12/30/2022","Standard Class","SV-20935","TEC-AC-10002473","127","159"
"2425","12/25/2022","12/30/2022","Standard Class","SV-20935","OFF-BI-10000632","12","13"
"2426","12/25/2022","12/30/2022","Standard Class","SV-20935","FUR-TA-10002645","137","273"
"2427","12/25/2022","12/30/2022","Standard Class","SV-20935","OFF-FA-10002975","35","39"
"2428","11/6/2021","6/17/2021","Standard Class","MZ-17515","OFF-BI-10003784","1","1"
"2429","11/6/2021","6/17/2021","Standard Class","MZ-17515","OFF-BI-10001617","7","8"
"2430","11/6/2021","6/17/2021","Standard Class","MZ-17515","FUR-FU-10004415","11","13"
"2431","5/13/2022","5/20/2022","Standard Class","RB-19795","OFF-LA-10000240","35","58"
"2432","12/28/2022","2/1/2023","Standard Class","HM-14860","FUR-FU-10001935","4","7"
"2433","3/25/2019","1/4/2019","Standard Class","AZ-10750","FUR-CH-10002439","257","367"
"2434","5/28/2022","1/6/2022","Standard Class","JH-15910","TEC-PH-10001536","49","54"
"2435","11/14/2020","11/17/2020","First Class","PJ-18835","OFF-EN-10001532","24","34"
"2436","11/14/2020","11/17/2020","First Class","PJ-18835","OFF-AP-10003057","578","826"
"2437","3/7/2022","10/7/2022","Standard Class","CA-12265","FUR-FU-10003708","491","546"
"2438","11/18/2019","11/20/2019","Second Class","PW-19240","FUR-TA-10000849","102","146"
"2439","11/18/2019","11/20/2019","Second Class","PW-19240","OFF-PA-10002259","21","36"
"2440","7/17/2022","7/22/2022","Standard Class","SW-20455","FUR-FU-10002597","6","8"
"2441","5/22/2021","5/27/2021","Standard Class","AF-10870","TEC-PH-10004614","207","345"
"2442","5/22/2021","5/27/2021","Standard Class","AF-10870","FUR-TA-10003748","157","174"
"2443","5/22/2021","5/27/2021","Standard Class","AF-10870","OFF-AP-10003217","398","663"
"2444","5/22/2021","5/27/2021","Standard Class","AF-10870","TEC-AC-10002399","48","95"
"2445","5/22/2021","5/27/2021","Standard Class","AF-10870","OFF-EN-10002973","22","27"
"2446","5/22/2021","5/27/2021","Standard Class","AF-10870","TEC-PH-10001336","129","258"
"2447","9/25/2020","1/10/2020","Standard Class","AM-10705","OFF-EN-10000461","16","17"
"2448","10/31/2021","6/11/2021","Standard Class","BD-11320","FUR-CH-10000988","444","493"
"2449","9/14/2020","9/17/2020","Second Class","CM-12385","OFF-ST-10001809","189","269"
"2450","5/11/2021","10/11/2021","Standard Class","CS-12400","OFF-BI-10003963","23","29"
"2451","3/17/2022","3/22/2022","Second Class","DB-13405","OFF-LA-10000081","11","19"
"2452","3/17/2022","3/22/2022","Second Class","DB-13405","TEC-PH-10000149","108","120"
"2453","3/17/2022","3/22/2022","Second Class","DB-13405","OFF-BI-10000605","8","9"
"2454","3/17/2022","3/22/2022","Second Class","DB-13405","TEC-AC-10002399","40","57"
"2455","3/17/2022","3/22/2022","Second Class","DB-13405","TEC-AC-10003038","43","72"
"2456","3/17/2022","3/22/2022","Second Class","DB-13405","OFF-ST-10000344","64","107"
"2457","3/17/2022","3/22/2022","Second Class","DB-13405","OFF-LA-10004093","4","7"
"2458","3/17/2022","3/22/2022","Second Class","DB-13405","OFF-AR-10001683","53","59"
"2459","3/17/2022","3/22/2022","Second Class","DB-13405","OFF-ST-10003455","23","47"
"2460","8/15/2022","8/21/2022","Standard Class","JG-15160","OFF-AP-10002578","49","98"
"2461","11/7/2020","7/13/2020","Second Class","SC-20380","OFF-PA-10001763","15","30"
"2462","11/7/2020","7/13/2020","Second Class","SC-20380","OFF-BI-10001597","49","98"
"2463","3/12/2022","9/12/2022","Standard Class","CS-12460","OFF-BI-10001524","76","84"
"2464","3/12/2022","9/12/2022","Standard Class","CS-12460","OFF-BI-10001553","13","15"
"2465","3/12/2022","9/12/2022","Standard Class","CS-12460","TEC-PH-10000576","96","137"
"2466","3/12/2022","9/12/2022","Standard Class","CS-12460","OFF-LA-10001317","3","3"
"2467","4/5/2022","8/5/2022","Standard Class","MK-18160","OFF-PA-10000726","6","9"
"2468","4/5/2022","8/5/2022","Standard Class","MK-18160","OFF-ST-10003306","400","571"
"2469","4/5/2022","8/5/2022","Standard Class","MK-18160","OFF-PA-10004983","19","32"
"2470","4/5/2022","8/5/2022","Standard Class","MK-18160","OFF-ST-10001291","10","17"
"2471","1/22/2021","1/28/2021","Standard Class","CM-11935","FUR-FU-10002107","10","14"
"2472","1/22/2021","1/28/2021","Standard Class","CM-11935","FUR-BO-10002213","226","451"
"2473","1/22/2021","1/28/2021","Standard Class","CM-11935","OFF-AP-10000692","58","65"
"2474","3/11/2021","6/11/2021","First Class","PF-19225","FUR-CH-10001190","152","218"
"2475","3/11/2021","6/11/2021","First Class","PF-19225","TEC-AC-10000682","66","83"
"2476","3/11/2021","6/11/2021","First Class","PF-19225","OFF-LA-10004545","70","88"
"2477","3/11/2021","6/11/2021","First Class","PF-19225","OFF-AP-10003057","771","1101"
"2478","4/9/2022","8/9/2022","Second Class","GM-14695","FUR-TA-10000198","661","1322"
"2479","9/13/2019","9/19/2019","Standard Class","DC-12850","OFF-AR-10002833","3","5"
"2480","6/19/2022","6/25/2022","Standard Class","FO-14305","OFF-SU-10002557","7","11"
"2481","6/19/2022","6/25/2022","Standard Class","FO-14305","OFF-ST-10003656","77","154"
"2482","12/24/2022","12/31/2022","Standard Class","AH-10210","OFF-ST-10001097","502","1004"
"2483","8/28/2022","3/9/2022","Standard Class","KN-16705","TEC-PH-10000912","28","35"
"2484","8/28/2022","3/9/2022","Standard Class","KN-16705","FUR-TA-10000617","1024","1138"
"2485","8/28/2022","3/9/2022","Standard Class","KN-16705","OFF-BI-10001658","80","100"
"2486","8/28/2022","3/9/2022","Standard Class","KN-16705","OFF-AR-10003856","3","6"
"2487","2/1/2020","4/1/2020","Second Class","CB-12535","OFF-ST-10001837","68","86"
"2488","2/1/2020","4/1/2020","Second Class","CB-12535","OFF-AR-10001473","5","10"
"2489","2/1/2020","4/1/2020","Second Class","CB-12535","OFF-PA-10004285","16","20"
"2490","9/10/2020","10/13/2020","Second Class","TB-21250","TEC-PH-10001835","569","632"
"2491","9/10/2020","10/13/2020","Second Class","TB-21250","OFF-PA-10002245","22","24"
"2492","12/13/2019","12/15/2019","Second Class","KD-16345","OFF-PA-10001457","45","90"
"2493","11/19/2019","11/23/2019","Standard Class","JM-15865","TEC-PH-10002885","2729","4549"
"2494","10/9/2021","9/14/2021","Second Class","KT-16480","FUR-TA-10004086","211","301"
"2495","10/9/2021","9/14/2021","Second Class","KT-16480","TEC-PH-10000895","648","720"
"2496","6/16/2019","6/22/2019","Standard Class","SC-20575","FUR-CH-10000225","518","648"
"2497","9/26/2020","1/10/2020","Standard Class","BS-11800","OFF-ST-10002370","58","64"
"2498","9/26/2020","1/10/2020","Standard Class","BS-11800","OFF-EN-10000056","87","124"
"2499","5/19/2021","5/24/2021","Standard Class","BT-11395","OFF-BI-10004817","6","10"
"2500","6/22/2022","6/23/2022","First Class","DC-12850","OFF-EN-10004483","26","38"
"2501","6/17/2022","6/20/2022","First Class","LS-17200","OFF-PA-10001892","11","12"
"2502","6/17/2022","6/20/2022","First Class","LS-17200","OFF-BI-10000546","2","2"
"2503","6/17/2022","6/20/2022","First Class","LS-17200","OFF-BI-10001294","6","9"
"2504","11/14/2021","11/19/2021","Standard Class","RR-19315","OFF-LA-10000248","7","7"
"2505","7/25/2019","7/27/2019","Second Class","KL-16645","OFF-ST-10001228","48","54"
"2506","7/25/2019","7/27/2019","Second Class","KL-16645","OFF-SU-10000151","4913","8188"
"2507","7/25/2019","7/27/2019","Second Class","KL-16645","FUR-FU-10004351","62","78"
"2508","2/7/2020","2/7/2020","Same Day","RB-19435","OFF-AP-10001293","26","33"
"2509","2/3/2022","8/3/2022","Standard Class","MY-17380","TEC-PH-10000675","157","197"
"2510","2/3/2022","8/3/2022","Standard Class","MY-17380","TEC-AC-10000580","336","480"
"2511","11/18/2021","11/23/2021","Standard Class","AW-10930","OFF-ST-10003470","1006","1118"
"2512","4/18/2020","4/19/2020","First Class","KW-16570","TEC-AC-10003116","64","107"
"2513","2/12/2022","6/12/2022","Standard Class","DB-12910","OFF-BI-10002429","32","46"
"2514","11/11/2021","11/17/2021","Standard Class","BB-11545","TEC-AC-10003280","77","96"
"2515","11/11/2021","11/17/2021","Standard Class","BB-11545","FUR-CH-10004540","29","48"
"2516","5/9/2019","10/9/2019","Standard Class","NP-18700","OFF-ST-10000585","159","264"
"2517","11/15/2019","11/22/2019","Standard Class","PB-19105","OFF-EN-10003001","302","605"
"2518","2/5/2022","7/5/2022","Standard Class","DW-13585","FUR-FU-10003975","104","130"
"2519","10/15/2021","10/21/2021","Standard Class","CD-12790","OFF-LA-10004559","18","20"
"2520","10/15/2021","10/21/2021","Standard Class","CD-12790","OFF-LA-10003223","21","29"
"2521","10/15/2021","10/21/2021","Standard Class","CD-12790","OFF-AP-10002651","695","869"
"2522","10/15/2021","10/21/2021","Standard Class","CD-12790","OFF-PA-10003177","6","13"
"2523","10/15/2021","10/21/2021","Standard Class","CD-12790","TEC-PH-10003442","5","6"
"2524","10/15/2021","10/21/2021","Standard Class","CD-12790","OFF-BI-10000977","73","122"
"2525","6/4/2020","10/4/2020","Standard Class","TT-21220","OFF-AR-10004078","25","42"
"2526","6/4/2020","10/4/2020","Standard Class","TT-21220","TEC-AC-10002550","23","25"
"2527","6/4/2020","10/4/2020","Standard Class","TT-21220","OFF-BI-10004965","4","7"
"2528","6/4/2020","10/4/2020","Standard Class","TT-21220","OFF-BI-10004209","6","10"
"2529","6/4/2020","10/4/2020","Standard Class","TT-21220","OFF-PA-10001526","6","8"
"2530","10/24/2019","10/29/2019","Standard Class","DB-12910","OFF-PA-10000788","8","10"
"2531","8/17/2019","8/21/2019","Standard Class","DJ-13510","OFF-PA-10000595","80","114"
"2532","8/17/2019","8/21/2019","Standard Class","DJ-13510","OFF-BI-10000829","16","18"
"2533","8/17/2019","8/21/2019","Standard Class","DJ-13510","OFF-FA-10002676","10","13"
"2534","8/17/2019","8/21/2019","Standard Class","DJ-13510","TEC-AC-10000844","204","340"
"2535","8/15/2022","8/18/2022","Second Class","DL-13495","OFF-ST-10004459","1441","1802"
"2536","6/9/2020","8/9/2020","First Class","LO-17170","TEC-AC-10003499","28","46"
"2537","1/27/2020","1/29/2020","Second Class","SV-20365","FUR-CH-10000513","127","182"
"2538","1/27/2020","1/29/2020","Second Class","SV-20365","TEC-PH-10000895","259","432"
"2539","1/27/2020","1/29/2020","Second Class","SV-20365","TEC-PH-10002555","93","155"
"2540","7/16/2020","7/16/2020","Same Day","EM-13810","FUR-CH-10003312","944","1349"
"2541","7/16/2020","7/16/2020","Same Day","EM-13810","FUR-CH-10004086","490","700"
"2542","4/30/2021","4/5/2021","Standard Class","KD-16615","FUR-FU-10002759","67","112"
"2543","9/26/2019","1/10/2019","Second Class","NB-18580","OFF-AP-10002191","72","144"
"2544","8/9/2021","9/14/2021","Standard Class","AP-10720","FUR-BO-10003450","122","174"
"2545","8/9/2021","9/14/2021","Standard Class","AP-10720","OFF-LA-10000248","7","15"
"2546","4/16/2022","4/20/2022","Standard Class","JE-15745","OFF-ST-10004804","185","206"
"2547","4/16/2022","4/20/2022","Standard Class","JE-15745","FUR-BO-10001337","62","103"
"2548","8/16/2020","8/22/2020","Standard Class","JM-15865","OFF-AR-10002255","2","2"
"2549","8/16/2020","8/22/2020","Standard Class","JM-15865","TEC-PH-10002624","1504","1880"
"2550","8/16/2020","8/22/2020","Standard Class","JM-15865","OFF-PA-10001878","157","313"
"2551","8/16/2020","8/22/2020","Standard Class","JM-15865","OFF-LA-10000452","4","5"
"2552","11/19/2022","11/23/2022","Standard Class","AB-10105","FUR-FU-10004665","493","822"
"2553","11/19/2022","11/23/2022","Standard Class","AB-10105","OFF-BI-10000088","15","22"
"2554","9/14/2021","9/18/2021","Standard Class","PN-18775","OFF-PA-10000029","23","26"
"2555","8/15/2021","8/20/2021","Standard Class","JC-15775","TEC-PH-10000369","494","706"
"2556","9/26/2020","9/30/2020","Standard Class","PF-19165","TEC-AC-10001590","40","50"
"2557","8/10/2021","10/14/2021","Standard Class","BW-11110","FUR-FU-10004909","26","52"
"2558","3/24/2020","3/30/2020","Standard Class","BP-11185","OFF-AP-10002287","5","7"
"2559","5/31/2020","4/6/2020","Standard Class","TM-21010","FUR-BO-10004357","1266","1407"
"2560","5/31/2020","4/6/2020","Standard Class","TM-21010","OFF-LA-10003766","14","16"
"2561","5/31/2020","4/6/2020","Standard Class","TM-21010","OFF-ST-10000046","226","323"
"2562","12/25/2020","12/31/2020","Standard Class","MB-17305","OFF-LA-10003190","5","9"
"2563","12/25/2020","12/31/2020","Standard Class","MB-17305","OFF-PA-10002787","9","10"
"2564","3/17/2020","3/22/2020","Second Class","HR-14830","TEC-AC-10000387","11","15"
"2565","3/17/2020","3/22/2020","Second Class","HR-14830","OFF-ST-10001291","20","34"
"2566","12/21/2022","12/24/2022","First Class","BD-11635","TEC-AC-10003116","43","71"
"2567","1/11/2022","3/11/2022","Second Class","SF-20200","OFF-BI-10001308","18","25"
"2568","1/11/2022","3/11/2022","Second Class","SF-20200","FUR-TA-10003954","2399","2666"
"2569","7/9/2022","11/9/2022","Standard Class","SP-20620","OFF-ST-10003282","335","478"
"2570","12/27/2022","12/27/2022","Same Day","DR-12880","TEC-PH-10000576","148","164"
"2571","12/27/2022","12/27/2022","Same Day","DR-12880","OFF-AR-10004441","7","13"
"2572","7/16/2022","7/21/2022","Standard Class","VM-21685","OFF-AR-10003759","3","3"
"2573","12/8/2021","8/15/2021","Second Class","CM-12235","TEC-AC-10004145","980","1400"
"2574","9/7/2022","7/14/2022","Standard Class","SM-20320","FUR-FU-10000293","316","526"
"2575","11/22/2019","11/27/2019","Standard Class","RA-19885","OFF-EN-10004955","11","16"
"2576","11/22/2019","11/27/2019","Standard Class","RA-19885","OFF-BI-10001071","224","320"
"2577","11/22/2019","11/27/2019","Standard Class","RA-19885","OFF-EN-10001990","8","11"
"2578","11/22/2019","11/27/2019","Standard Class","RA-19885","OFF-AP-10002734","540","675"
"2579","1/26/2019","1/31/2019","Standard Class","SD-20485","FUR-FU-10004587","50","63"
"2580","1/26/2019","1/31/2019","Standard Class","SD-20485","OFF-ST-10004337","343","490"
"2581","1/26/2019","1/31/2019","Standard Class","SD-20485","OFF-PA-10003072","14","19"
"2582","1/26/2019","1/31/2019","Standard Class","SD-20485","OFF-PA-10000380","13","17"
"2583","1/26/2019","1/31/2019","Standard Class","SD-20485","TEC-PH-10004833","93","155"
"2584","1/26/2019","1/31/2019","Standard Class","SD-20485","FUR-FU-10001847","7","12"
"2585","1/26/2019","1/31/2019","Standard Class","SD-20485","TEC-PH-10002103","150","188"
"2586","3/11/2020","10/11/2020","Standard Class","CS-12250","OFF-EN-10001137","5","7"
"2587","6/30/2022","6/7/2022","Standard Class","RA-19285","OFF-ST-10001476","124","249"
"2588","6/30/2022","6/7/2022","Standard Class","RA-19285","FUR-FU-10002045","13","22"
"2589","5/5/2021","9/5/2021","Standard Class","BF-11005","OFF-ST-10001505","5","6"
"2590","5/5/2021","9/5/2021","Standard Class","BF-11005","TEC-PH-10001433","148","246"
"2591","8/9/2021","9/14/2021","Standard Class","SE-20110","FUR-FU-10004671","8","14"
"2592","8/9/2021","9/14/2021","Standard Class","SE-20110","FUR-TA-10003569","421","601"
"2593","11/24/2022","11/26/2022","Second Class","RS-19765","TEC-PH-10002807","63","79"
"2594","11/24/2022","11/26/2022","Second Class","RS-19765","OFF-BI-10001597","164","328"
"2595","5/13/2022","5/17/2022","Standard Class","BM-11650","OFF-EN-10003296","145","181"
"2596","5/13/2022","5/17/2022","Standard Class","BM-11650","OFF-BI-10004632","823","915"
"2597","5/13/2022","5/17/2022","Standard Class","BM-11650","TEC-PH-10002310","294","588"
"2598","5/13/2022","5/17/2022","Standard Class","BM-11650","OFF-ST-10000078","318","530"
"2599","5/13/2022","5/17/2022","Standard Class","BM-11650","OFF-PA-10001752","7","15"
"2600","4/23/2022","4/29/2022","Standard Class","SK-19990","OFF-AP-10000026","98","122"
"2601","4/23/2022","4/29/2022","Standard Class","SK-19990","OFF-SU-10002573","98","123"
"2602","4/6/2021","4/6/2021","Same Day","EN-13780","OFF-PA-10000349","12","15"
"2603","4/6/2021","4/6/2021","Same Day","EN-13780","TEC-MA-10003356","810","1350"
"2604","4/6/2021","4/6/2021","Same Day","EN-13780","FUR-BO-10000362","123","137"
"2605","4/6/2021","4/6/2021","Same Day","EN-13780","FUR-FU-10003878","55","61"
"2606","12/16/2019","12/21/2019","Standard Class","KN-16450","OFF-BI-10000591","1","1"
"2607","4/3/2021","10/3/2021","Standard Class","MG-17890","OFF-AR-10003727","9","17"
"2608","11/25/2019","11/30/2019","Standard Class","MC-17590","TEC-AC-10001635","20","25"
"2609","11/25/2019","11/30/2019","Standard Class","MC-17590","OFF-LA-10001317","2","3"
"2610","11/25/2019","11/30/2019","Standard Class","MC-17590","FUR-TA-10000577","1097","1219"
"2611","11/25/2019","11/30/2019","Standard Class","MC-17590","OFF-LA-10000248","5","6"
"2612","11/25/2019","11/30/2019","Standard Class","MC-17590","OFF-PA-10000955","13","16"
"2613","11/25/2019","11/30/2019","Standard Class","MC-17590","FUR-FU-10000221","5","6"
"2614","4/28/2021","5/5/2021","Standard Class","BO-11350","FUR-CH-10002304","21","42"
"2615","4/26/2019","3/5/2019","Standard Class","AG-10300","FUR-CH-10004886","207","230"
"2616","4/26/2019","3/5/2019","Standard Class","AG-10300","OFF-BI-10001525","11","18"
"2617","1/4/2022","5/4/2022","Standard Class","MS-17365","OFF-LA-10003663","3","6"
"2618","1/4/2022","5/4/2022","Standard Class","MS-17365","OFF-BI-10001294","97","122"
"2619","12/22/2022","12/26/2022","Standard Class","JM-15655","OFF-AR-10000369","3","4"
"2620","12/22/2022","12/26/2022","Standard Class","JM-15655","TEC-PH-10001300","54","67"
"2621","12/22/2022","12/26/2022","Standard Class","JM-15655","OFF-ST-10000876","22","37"
"2622","12/22/2022","12/26/2022","Standard Class","JM-15655","OFF-LA-10001404","15","18"
"2623","3/12/2019","6/12/2019","Second Class","MC-17635","OFF-PA-10001972","16","26"
"2624","10/22/2022","10/24/2022","First Class","TA-21385","TEC-CO-10004722","7840","11200"
"2625","10/22/2022","10/24/2022","First Class","TA-21385","TEC-PH-10001494","2160","2400"
"2626","10/22/2022","10/24/2022","First Class","TA-21385","OFF-EN-10002500","51","64"
"2627","10/22/2022","10/24/2022","First Class","TA-21385","TEC-PH-10003800","32","53"
"2628","11/13/2022","11/15/2022","First Class","SB-20290","TEC-AC-10002399","30","61"
"2629","11/13/2022","11/15/2022","First Class","SB-20290","TEC-MA-10002210","457","653"
"2630","11/13/2022","11/15/2022","First Class","SB-20290","OFF-BI-10003196","9","11"
"2631","10/9/2020","9/15/2020","Standard Class","AB-10150","OFF-PA-10000477","7","15"
"2632","5/15/2022","5/20/2022","Standard Class","JF-15295","FUR-FU-10000076","28","40"
"2633","5/15/2022","5/20/2022","Standard Class","JF-15295","FUR-CH-10002017","34","43"
"2634","5/15/2022","5/20/2022","Standard Class","JF-15295","FUR-CH-10004287","155","221"
"2635","5/7/2020","10/7/2020","Second Class","BF-10975","FUR-FU-10003829","3","5"
"2636","5/7/2020","10/7/2020","Second Class","BF-10975","OFF-BI-10004728","4","7"
"2637","8/15/2020","8/19/2020","Standard Class","TT-21265","OFF-ST-10000046","291","323"
"2638","12/6/2022","6/18/2022","Standard Class","SB-20170","OFF-PA-10000697","13","19"
"2639","12/6/2022","6/18/2022","Standard Class","SB-20170","OFF-BI-10000848","11","13"
"2640","12/6/2022","6/18/2022","Standard Class","SB-20170","OFF-AR-10004691","32","64"
"2641","12/6/2022","6/18/2022","Standard Class","SB-20170","FUR-CH-10000595","772","858"
"2642","2/20/2020","2/25/2020","Standard Class","LM-17065","TEC-AC-10000927","18","30"
"2643","12/29/2021","12/30/2021","First Class","KA-16525","OFF-PA-10001289","149","186"
"2644","4/17/2021","4/21/2021","Second Class","BF-11170","TEC-PH-10003092","18","37"
"2645","4/17/2021","4/21/2021","Second Class","BF-11170","FUR-FU-10000206","9","19"
"2646","7/9/2019","12/9/2019","Second Class","TB-21400","FUR-FU-10004270","46","58"
"2647","7/9/2019","12/9/2019","Second Class","TB-21400","OFF-BI-10000948","39","43"
"2648","7/9/2019","12/9/2019","Second Class","TB-21400","OFF-PA-10000223","12","13"
"2649","7/9/2019","12/9/2019","Second Class","TB-21400","FUR-FU-10004665","575","822"
"2650","7/9/2019","12/9/2019","Second Class","TB-21400","TEC-PH-10000215","94","105"
"2651","9/26/2021","1/10/2021","Standard Class","SH-19975","FUR-BO-10004467","340","425"
"2652","9/17/2022","9/21/2022","Second Class","AS-10225","OFF-BI-10000829","5","11"
"2653","9/17/2022","9/21/2022","Second Class","AS-10225","OFF-BI-10003712","8","12"
"2654","9/17/2022","9/21/2022","Second Class","AS-10225","OFF-PA-10000062","115","165"
"2655","9/17/2022","9/21/2022","Second Class","AS-10225","FUR-BO-10003404","1164","1293"
"2656","9/17/2022","9/21/2022","Second Class","AS-10225","OFF-BI-10004233","20","26"
"2657","9/17/2022","9/21/2022","Second Class","AS-10225","OFF-ST-10001272","209","262"
"2658","9/17/2022","9/21/2022","Second Class","AS-10225","OFF-LA-10001175","13","14"
"2659","8/16/2021","8/20/2021","Standard Class","PK-19075","OFF-EN-10004030","8","11"
"2660","12/24/2020","12/28/2020","Standard Class","HR-14830","FUR-CH-10004287","619","884"
"2661","11/28/2022","2/12/2022","Standard Class","DG-13300","TEC-PH-10002834","1782","1980"
"2662","11/28/2022","2/12/2022","Standard Class","DG-13300","OFF-EN-10003055","40","80"
"2663","4/14/2022","4/15/2022","First Class","CL-12700","OFF-BI-10003460","6","9"
"2664","1/5/2021","4/5/2021","First Class","HF-14995","OFF-LA-10001569","3","4"
"2665","1/5/2021","4/5/2021","First Class","HF-14995","FUR-TA-10004534","334","371"
"2666","1/5/2021","4/5/2021","First Class","HF-14995","OFF-BI-10002954","2","3"
"2667","1/10/2021","1/10/2021","Same Day","HG-15025","TEC-AC-10003832","48","80"
"2668","1/10/2021","1/10/2021","Same Day","HG-15025","OFF-PA-10000474","26","28"
"2669","8/25/2020","8/30/2020","Standard Class","NL-18310","FUR-CH-10002774","20","41"
"2670","8/25/2020","8/30/2020","Standard Class","NL-18310","OFF-AP-10002765","74","106"
"2671","9/9/2019","12/9/2019","Second Class","RR-19525","OFF-PA-10001144","100","166"
"2672","9/9/2019","12/9/2019","Second Class","RR-19525","FUR-CH-10003761","707","786"
"2673","9/9/2019","12/9/2019","Second Class","RR-19525","OFF-PA-10004665","13","26"
"2674","9/9/2019","12/9/2019","Second Class","RR-19525","OFF-ST-10000078","1061","1326"
"2675","3/12/2022","3/12/2022","Same Day","TC-21295","OFF-PA-10000357","133","166"
"2676","11/27/2022","2/12/2022","Standard Class","DB-13615","OFF-AR-10000422","5","9"
"2677","11/27/2022","2/12/2022","Standard Class","DB-13615","OFF-AP-10001205","35","44"
"2678","6/21/2019","6/21/2019","Same Day","SV-20785","OFF-BI-10001116","6","11"
"2679","6/21/2019","6/21/2019","Same Day","SV-20785","OFF-BI-10002931","18","25"
"2680","1/21/2022","1/27/2022","Standard Class","MH-18115","OFF-BI-10000546","7","14"
"2681","1/21/2022","1/27/2022","Standard Class","MH-18115","TEC-AC-10002049","434","620"
